MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS
A08400,12,500000,M,M,401904,1,TYPE-B,47,3,SEMI-ANNUAL,293011,INFORCE
A08401,17,123705.84,M,M,499992,1,TYPE-A,45,1,MONTHLY,343344,INFORCE
A08402,12,100000,,M,999996,1,TYPE-B,56,0,ANNUAL,1115800,INFORCE
A08403,17,119999.28,M,M,,6,TYPE-A,64,3,MONTHLY,383677,INFORCE
A08404,12,297000,M,M,339996,2,TYPE-B,34,2,ANNUAL,1394233,INFORCE
A08405,63,100189.34,M,M,699996,2,TYPE-A,42,3,SEMI-ANNUAL,1389500,INFORCE
A08406,17,299973.72,M,M,1500000,5,TYPE-A,47,1,MONTHLY,348066,INFORCE
A08407,17,187646.23,,M,,6,TYPE-A,73,2,ANNUAL,343477,INFORCE
A08408,22,300000.21,,M,,6,TYPE-A,70,0,ANNUAL,1322299,INFORCE
A08409,22,300000.22,,M,1399992,2,TYPE-A,70,0,ANNUAL,1322299,INFORCE
A08410,85,103627.67,,M,600000,2,TYPE-A,47,0,ANNUAL,838699,INFORCE
A08411,79,101110.59,,M,319992,1,TYPE-A,52,0,ANNUAL,1263755,INFORCE
A08412,12,350000,,M,499992,2,TYPE-B,77,3,ANNUAL,1399388,INFORCE
A08413,22,206180.36,,M,999996,2,TYPE-A,57,1,SEMI-ANNUAL,1379211,INFORCE
A08414,12,120000.96,M,M,499992,2,TYPE-B,53,3,MONTHLY,1112455,INFORCE
A08415,32,141699.97,,M,499992,1,TYPE-A,45,1,ANNUAL,1391233,INFORCE
A08416,22,100000,M,F,180000,1,TYPE-B,37,1,ANNUAL,1126266,INFORCE
A08417,22,120079.26,M,M,300000,1,TYPE-A,39,1,SEMI-ANNUAL,1259499,CANCELLED
A08418,17,101223.91,M,M,1999992,1,TYPE-A,44,3,ANNUAL,1289299,INFORCE
A08419,17,114998.96,M,F,499992,1,TYPE-A,52,2,ANNUAL,599099,INFORCE
A08420,12,192001.44,,M,199992,2,TYPE-B,49,0,MONTHLY,1271677,CANCELLED
A08421,62,200000.39,,M,2100000,1,TYPE-A,47,1,ANNUAL,190155,INFORCE
A08422,58,899999.81,M,M,2100000,1,TYPE-A,47,2,ANNUAL,190155,INFORCE
A08423,86,300000.14,,M,2100000,5,TYPE-A,47,0,ANNUAL,190155,INFORCE
A08424,27,107098.66,M,M,499992,2,TYPE-A,39,2,SEMI-ANNUAL,1361744,CANCELLED
A08425,12,100000,M,M,349992,1,TYPE-B,35,2,ANNUAL,1357044,INFORCE
A08426,12,997000,M,M,699996,2,TYPE-B,42,2,SEMI-ANNUAL,1252533,INFORCE
A08427,32,103015.12,M,M,420000,2,TYPE-A,28,1,ANNUAL,1395555,INFORCE
A08428,27,500005.62,M,M,999996,2,TYPE-A,44,2,ANNUAL,1400100,INFORCE
A08429,12,150000,M,F,160764,2,TYPE-B,38,1,ANNUAL,471366,INFORCE
A08430,17,199999.83,,M,399996,1,TYPE-A,63,0,ANNUAL,1308055,INFORCE
A08431,17,131990.28,M,M,399996,2,TYPE-A,53,1,MONTHLY,343355,INFORCE
A08432,17,123703.44,M,M,450000,2,TYPE-A,54,1,MONTHLY,680855,INFORCE
A08433,32,105937.35,M,M,424992,1,TYPE-A,45,3,ANNUAL,1395555,INFORCE
A08434,22,120000,M,M,2499996,1,TYPE-B,37,2,ANNUAL,1311533,INFORCE
A08435,82,231999.64,,M,1599996,1,TYPE-A,76,0,ANNUAL,132000,INFORCE
A08436,54,600001.16,M,M,2250000,2,TYPE-A,51,3,ANNUAL,1347855,INFORCE
A08437,12,250000,M,M,2749992,1,TYPE-B,52,2,ANNUAL,1256566,INFORCE
A08438,17,125449.32,M,M,499992,1,TYPE-A,51,1,MONTHLY,343399,INFORCE
A08439,12,100000,,F,300000,2,TYPE-B,65,0,ANNUAL,860000,INFORCE
A08440,17,124198.92,M,F,799992,1,TYPE-A,52,3,MONTHLY,347911,INFORCE
A08441,22,100000.42,S,M,399996,2,TYPE-A,30,0,ANNUAL,773733,INFORCE
A08442,17,103096.57,,M,900000,1,TYPE-A,52,1,ANNUAL,1125488,INFORCE
A08443,17,103096.57,,M,900000,1,TYPE-A,52,3,ANNUAL,1125488,INFORCE
A08444,62,300000.59,M,M,1800000,NA,TYPE-A,42,2,ANNUAL,1347855,INFORCE
A08445,12,150000,M,F,549996,2,TYPE-B,73,1,ANNUAL,1388844,INFORCE
A08446,12,500000,S,M,600000,1,TYPE-B,25,0,ANNUAL,1269899,INFORCE
A08447,12,240000,M,F,99996,1,TYPE-B,55,1,ANNUAL,1327211,INFORCE
A08448,12,200000,S,M,799992,2,TYPE-B,24,0,ANNUAL,601466,INFORCE
A08449,73,516019.61,S,M,199992,2,TYPE-A,30,0,ANNUAL,1390922,INFORCE
A08450,22,100000,S,F,300000,1,TYPE-B,28,0,SEMI-ANNUAL,1368466,INFORCE
A08451,17,180400.95,,M,970596,1,TYPE-A,39,0,ANNUAL,1305866,INFORCE
A08452,17,180400.95,,F,1530792,1,TYPE-A,36,0,ANNUAL,1305866,INFORCE
A08453,12,300000,M,M,1500000,1,TYPE-B,42,1,ANNUAL,902122,INFORCE
A08454,32,250000.26,,M,1020000,2,TYPE-A,69,0,ANNUAL,1359799,INFORCE
A08455,32,250000.26,,M,1020000,2,TYPE-A,69,0,ANNUAL,1359799,INFORCE
A08456,12,160001.28,S,M,349992,2,TYPE-B,28,0,MONTHLY,1348855,INFORCE
A08457,22,206180.01,,M,799992,2,TYPE-A,6,3,ANNUAL,1394400,INFORCE
A08458,17,479119.44,,M,3900000,5,TYPE-A,54,3,ANNUAL,1342655,INFORCE
A08459,17,100000.66,,M,1500000,2,TYPE-A,7,3,ANNUAL,1330511,INFORCE
A08460,17,199982.52,,F,1999992,4,TYPE-A,12,1,ANNUAL,1149922,INFORCE
A08461,17,100000.12,,M,1999992,2,TYPE-A,12,2,ANNUAL,1400200,INFORCE
A08462,12,500000,,M,1800000,1,TYPE-B,64,0,ANNUAL,1347233,INFORCE
A08463,17,499999.89,,M,1500000,2,TYPE-A,7,2,ANNUAL,1268822,INFORCE
A08464,83,103193.09,,M,900000,1,TYPE-A,60,0,ANNUAL,1400299,INFORCE
A08465,79,103193.09,,F,489996,1,TYPE-A,53,0,ANNUAL,1400299,INFORCE
A08466,17,166158.24,M,M,,6,TYPE-A,64,2,QUARTERLY,1079488,INFORCE
A08467,22,206180.03,,M,600000,2,TYPE-A,8,3,ANNUAL,1394400,INFORCE
A08468,12,500000,M,M,699996,1,TYPE-B,25,3,ANNUAL,1269899,INFORCE
A08469,17,102608.86,M,M,379992,2,TYPE-A,66,3,ANNUAL,856277,INFORCE
A08470,22,206180.07,,M,600000,2,TYPE-A,8,2,ANNUAL,1394400,INFORCE
A08471,12,120000.96,M,M,199992,1,TYPE-B,35,1,MONTHLY,1217188,INFORCE
A08472,17,103443.39,D,F,439992,1,TYPE-A,60,0,ANNUAL,343344,INFORCE
A08473,17,103991.79,M,F,600000,2,TYPE-A,60,1,ANNUAL,1304133,INFORCE
A08474,17,257236.2,,M,1800000,1,TYPE-A,71,1,MONTHLY,343344,INFORCE
A08475,12,100000,,M,499992,2,TYPE-B,54,2,ANNUAL,1314111,INFORCE
A08476,12,100000,S,M,289992,1,TYPE-B,27,0,SEMI-ANNUAL,352488,INFORCE
A08477,17,100001.18,M,F,199992,2,TYPE-A,65,3,SEMI-ANNUAL,348099,INFORCE
A08478,12,200000,M,M,750000,2,TYPE-B,61,1,SEMI-ANNUAL,1332366,INFORCE
A08479,64,200000.39,S,M,1099992,2,TYPE-A,41,0,ANNUAL,1400000,INFORCE
A08480,12,500000,,M,,6,TYPE-B,71,2,SEMI-ANNUAL,352488,INFORCE
A08481,69,103193.84,M,M,399996,2,TYPE-A,36,3,SEMI-ANNUAL,113888,INFORCE
A08482,17,100003.9,,F,,6,TYPE-A,72,0,ANNUAL,1334155,INFORCE
A08483,59,334999.81,M,M,814992,2,TYPE-A,46,3,ANNUAL,190155,INFORCE
A08484,17,103089.71,M,F,450000,NA,TYPE-A,45,2,ANNUAL,1288311,INFORCE
A08485,12,247000,M,M,300000,1,TYPE-B,33,2,ANNUAL,166577,INFORCE
A08486,12,128247,M,M,249996,5,TYPE-B,46,1,ANNUAL,166577,INFORCE
A08487,17,100996.2,M,M,699996,1,TYPE-A,37,3,ANNUAL,1347688,INFORCE
A08488,17,100000.44,M,M,600000,2,TYPE-A,42,2,ANNUAL,1395933,INFORCE
A08489,12,496323,S,M,264000,1,TYPE-B,29,0,ANNUAL,1236855,INFORCE
A08490,17,257226.24,M,M,799992,2,TYPE-A,56,3,MONTHLY,343344,INFORCE
A08491,17,107213.62,M,M,399996,2,TYPE-A,44,1,SEMI-ANNUAL,1242622,INFORCE
A08492,32,100000.31,M,M,549996,2,TYPE-A,45,3,ANNUAL,1234011,INFORCE
A08493,22,100000.45,,F,219996,2,TYPE-A,41,0,ANNUAL,1365544,INFORCE
A08494,17,103046.44,,M,,6,TYPE-A,69,3,QUARTERLY,343377,INFORCE
A08495,17,128500.92,M,M,499992,1,TYPE-A,41,1,MONTHLY,343377,INFORCE
A08496,27,359387.16,M,M,1200000,2,TYPE-A,51,2,MONTHLY,1079488,INFORCE
A08497,98,103193.09,,F,399996,2,TYPE-A,59,0,ANNUAL,1263444,INFORCE
A08498,27,100000,M,M,999996,NA,TYPE-A,54,1,ANNUAL,1395555,INFORCE
A08499,22,103090.05,,M,1200000,1,TYPE-A,58,2,ANNUAL,1389922,INFORCE
A08500,17,120803.12,M,M,499992,1,TYPE-A,51,1,SEMI-ANNUAL,343344,INFORCE
A08501,17,200018.89,M,F,600000,2,TYPE-A,62,3,ANNUAL,939377,INFORCE
A08502,17,121797.96,M,F,499992,1,TYPE-A,61,1,MONTHLY,347977,INFORCE
A08503,77,360000.35,M,M,1200000,2,TYPE-A,26,2,ANNUAL,1401599,INFORCE
A08504,22,199999.8,S,M,1500000,1,TYPE-A,34,0,ANNUAL,1289499,INFORCE
A08505,17,192004.8,M,M,480000,1,TYPE-A,41,2,MONTHLY,343344,INFORCE
A08506,17,107811.52,M,M,6000000,5,TYPE-A,50,3,ANNUAL,1342655,INFORCE
A08507,17,251079.6,M,F,600000,2,TYPE-A,55,3,ANNUAL,1391000,INFORCE
A08508,17,106002.96,M,F,,6,TYPE-A,63,1,QUARTERLY,343344,INFORCE
A08509,17,104245.39,W,M,,6,TYPE-A,62,0,ANNUAL,1401300,INFORCE
A08510,12,995551,M,M,1399992,2,TYPE-B,39,2,ANNUAL,1288555,INFORCE
A08511,94,197999.4,,M,3499992,1,TYPE-A,56,0,ANNUAL,1132866,INFORCE
A08512,91,100000.01,,M,,1,TYPE-A,71,0,ANNUAL,1379355,INFORCE
A08513,81,200000.5,,M,399996,1,TYPE-A,61,0,ANNUAL,1347266,INFORCE
A08514,17,121804.68,M,F,300000,1,TYPE-A,41,1,MONTHLY,343344,INFORCE
A08515,73,149999.97,,M,,6,TYPE-A,63,0,ANNUAL,1391233,INFORCE
A08516,86,158542.11,,M,499992,2,TYPE-A,47,0,ANNUAL,570811,INFORCE
A08517,17,124198.92,M,F,,4,TYPE-A,52,1,MONTHLY,343344,INFORCE
A08518,17,124000.02,M,M,750000,NA,TYPE-A,48,3,ANNUAL,1288311,INFORCE
A08519,12,175000,,M,1599996,2,TYPE-B,70,0,ANNUAL,736922,INFORCE
A08520,27,149999.93,M,F,499992,1,TYPE-A,47,1,ANNUAL,1234011,INFORCE
A08521,12,120000.96,M,M,900000,2,TYPE-B,50,1,MONTHLY,1356288,CANCELLED
A08522,22,159999.89,S,F,99996,1,TYPE-A,43,0,ANNUAL,1288288,INFORCE
A08523,17,130000.39,,F,499992,2,TYPE-A,66,0,ANNUAL,1271044,INFORCE
A08524,12,797000,M,M,1449996,1,TYPE-B,46,1,ANNUAL,1401844,INFORCE
A08525,17,200000.19,M,M,999996,2,TYPE-A,56,1,ANNUAL,1296300,INFORCE
A08526,22,199999.8,M,F,231780,2,TYPE-A,51,3,ANNUAL,766122,INFORCE
A08527,76,100378.73,S,M,600000,NA,TYPE-A,26,0,ANNUAL,1391477,INFORCE
A08528,22,103090.05,,M,699996,2,TYPE-A,4,3,ANNUAL,1394400,INFORCE
A08529,32,235000,,M,,6,TYPE-A,75,3,ANNUAL,1401755,INFORCE
A08530,17,124988.41,M,M,999996,2,TYPE-A,33,3,ANNUAL,343344,INFORCE
A08531,17,124198.92,M,M,699996,1,TYPE-A,49,3,MONTHLY,343344,INFORCE
A08532,27,160465.8,M,M,399996,1,TYPE-A,41,2,MONTHLY,347966,INFORCE
A08533,22,100000.34,,F,799992,2,TYPE-A,39,0,SEMI-ANNUAL,1379211,CANCELLED
A08534,17,186315.24,M,F,279996,2,TYPE-A,50,1,MONTHLY,343344,INFORCE
A08535,17,103089.9,D,F,375000,1,TYPE-A,42,0,ANNUAL,343344,INFORCE
A08536,17,247415.16,M,M,799992,1,TYPE-A,53,2,MONTHLY,343344,INFORCE
A08537,32,115095.94,M,F,2590200,2,TYPE-A,60,3,SEMI-ANNUAL,1394188,INFORCE
A08538,17,114998.96,M,F,499992,1,TYPE-A,52,3,ANNUAL,1394277,INFORCE
A08539,17,279399.86,M,M,1500000,2,TYPE-A,62,2,ANNUAL,1295344,INFORCE
A08540,12,1000000,S,M,1950000,2,TYPE-B,25,0,ANNUAL,1383699,INFORCE
A08541,12,587680,M,M,1500000,2,TYPE-B,62,2,ANNUAL,1162699,INFORCE
A08542,17,251974.56,W,F,499992,2,TYPE-A,47,0,MONTHLY,343344,INFORCE
A08543,17,134044.05,S,F,399996,1,TYPE-A,29,0,ANNUAL,343344,INFORCE
A08544,17,101373.84,S,M,,6,TYPE-A,62,0,QUARTERLY,343344,INFORCE
A08545,17,180959.4,,M,900000,1,TYPE-A,51,0,MONTHLY,343344,INFORCE
A08546,12,100000,,M,1399992,1,TYPE-B,35,2,ANNUAL,1375155,INFORCE
A08547,27,150080.14,M,M,720000,1,TYPE-A,42,2,ANNUAL,343344,INFORCE
A08548,17,124800.72,M,F,,4,TYPE-A,61,1,MONTHLY,343344,INFORCE
A08549,17,103057.56,M,F,249996,2,TYPE-A,50,2,MONTHLY,1070699,INFORCE
A08550,17,100000.44,M,F,289992,2,TYPE-A,47,2,ANNUAL,364999,INFORCE
A08551,17,104904.06,,M,999996,1,TYPE-A,47,0,ANNUAL,1143799,INFORCE
A08552,12,500000,M,M,279996,2,TYPE-B,30,2,ANNUAL,1209966,INFORCE
A08553,74,100003.48,M,M,699996,2,TYPE-A,28,1,SEMI-ANNUAL,956422,CANCELLED
A08554,17,209633.52,,M,8400000,1,TYPE-A,56,3,ANNUAL,1397944,INFORCE
A08555,17,116465.28,,M,,6,TYPE-A,68,3,MONTHLY,343500,INFORCE
A08556,12,350000,M,M,815484,2,TYPE-B,47,3,ANNUAL,1363700,INFORCE
A08557,83,198000.33,,M,450000,2,TYPE-A,54,0,ANNUAL,1378055,INFORCE
A08558,17,111703.38,S,M,300000,2,TYPE-A,28,0,ANNUAL,1395655,INFORCE
A08559,17,200000,M,M,999996,2,TYPE-A,64,1,ANNUAL,1394122,INFORCE
A08560,12,135000,,M,600000,2,TYPE-B,64,1,ANNUAL,1402522,INFORCE
A08561,32,200000.14,M,M,6499992,1,TYPE-A,47,1,ANNUAL,1370855,INFORCE
A08562,17,103085.04,M,M,999996,1,TYPE-A,47,1,MONTHLY,343477,INFORCE
A08563,12,150000,M,M,1299996,1,TYPE-B,49,2,ANNUAL,1399044,INFORCE
A08564,17,239979.03,M,M,900000,2,TYPE-A,47,3,ANNUAL,1271600,INFORCE
A08565,17,127971.84,M,M,600000,1,TYPE-A,55,3,MONTHLY,343399,INFORCE
A08566,32,108906.61,M,M,499992,2,TYPE-A,59,1,ANNUAL,1282855,INFORCE
A08567,27,338246.88,M,M,499992,2,TYPE-A,51,2,MONTHLY,1079488,INFORCE
A08568,17,129988.19,M,M,799992,1,TYPE-A,37,1,ANNUAL,1389511,INFORCE
A08569,12,200000,S,M,549996,1,TYPE-B,34,0,ANNUAL,1239533,INFORCE
A08570,17,113316.53,,M,999996,1,TYPE-A,61,1,ANNUAL,1191922,INFORCE
A08571,83,235936.93,,M,801120,2,TYPE-A,43,0,ANNUAL,323400,INFORCE
A08572,27,131808.24,M,M,2400000,1,TYPE-A,48,3,MONTHLY,1079488,INFORCE
A08573,32,149999.9,M,M,1192812,2,TYPE-A,62,3,ANNUAL,1389544,INFORCE
A08574,12,300000,M,M,499992,2,TYPE-B,48,3,ANNUAL,1269899,INFORCE
A08575,12,200000,M,M,499992,2,TYPE-B,48,2,ANNUAL,1126533,INFORCE
A08576,12,1000000,M,M,3235752,2,TYPE-B,55,1,ANNUAL,1115800,INFORCE
A08577,32,219918.6,,F,464880,2,TYPE-A,42,0,MONTHLY,1153199,CANCELLED
A08578,17,100000.15,,M,300000,2,TYPE-A,66,2,ANNUAL,1371544,INFORCE
A08579,17,123707.97,M,M,349992,2,TYPE-A,48,2,ANNUAL,343466,INFORCE
A08580,17,123599.64,M,M,,6,TYPE-A,58,3,MONTHLY,347822,INFORCE
A08581,17,206651.25,,M,549996,2,TYPE-A,57,0,ANNUAL,428277,INFORCE
A08582,17,412781.43,M,F,224160,2,TYPE-A,48,2,ANNUAL,428277,INFORCE
A08583,17,100000.44,M,F,399996,2,TYPE-A,47,1,ANNUAL,1243888,INFORCE
A08584,22,100000,,M,300000,2,TYPE-B,39,0,ANNUAL,1347177,INFORCE
A08585,32,185486.76,,F,349992,2,TYPE-A,28,0,MONTHLY,1153199,CANCELLED
A08586,17,299999.93,,M,1999992,2,TYPE-A,12,1,ANNUAL,1370355,INFORCE
A08587,12,600000,M,F,909588,1,TYPE-B,35,1,ANNUAL,1383288,INFORCE
A08588,12,100000,M,F,,6,TYPE-B,65,1,ANNUAL,854555,INFORCE
A08589,17,155000.22,M,F,499992,1,TYPE-A,41,2,ANNUAL,343344,INFORCE
A08590,17,242962.51,,M,,6,TYPE-A,72,3,ANNUAL,343477,INFORCE
A08591,32,215951.74,M,M,999996,2,TYPE-A,52,2,SEMI-ANNUAL,1266366,CANCELLED
A08592,32,207397.44,M,F,999996,2,TYPE-A,49,2,SEMI-ANNUAL,1266366,CANCELLED
A08593,54,112519.56,M,M,499992,2,TYPE-A,51,1,MONTHLY,347966,INFORCE
A08594,12,600000,M,F,1071840,1,TYPE-B,28,3,ANNUAL,1383288,INFORCE
A08595,100,100378.73,,M,1200000,1,TYPE-A,30,0,ANNUAL,939377,INFORCE
A08596,49,136999.97,M,M,399996,1,TYPE-A,55,1,ANNUAL,1379355,INFORCE
A08597,12,100000,,M,849996,2,TYPE-B,72,1,ANNUAL,1271044,INFORCE
A08598,12,600000,M,F,600000,1,TYPE-B,37,3,ANNUAL,1383288,INFORCE
A08599,90,799999.74,,F,999996,1,TYPE-A,76,0,ANNUAL,132000,INFORCE
A08600,12,150000,M,M,7999992,1,TYPE-B,39,1,ANNUAL,1362877,INFORCE
A08601,17,100000.7,,M,300000,1,TYPE-A,54,0,ANNUAL,1330144,INFORCE
A08602,17,268137.12,,M,,2,TYPE-A,0,2,MONTHLY,1334722,CANCELLED
A08603,17,277046.64,,M,4999992,2,TYPE-A,0,3,MONTHLY,1334722,CANCELLED
A08604,17,205999.64,,M,1999992,2,TYPE-A,59,3,ANNUAL,1245700,INFORCE
A08605,17,123599.4,M,F,499992,1,TYPE-A,58,3,MONTHLY,347766,CANCELLED
A08606,22,100000,M,M,1200000,1,TYPE-B,34,1,SEMI-ANNUAL,1295555,INFORCE
A08607,17,124784.52,M,M,600000,1,TYPE-A,51,3,MONTHLY,347811,CANCELLED
A08608,17,100001.28,,F,999996,1,TYPE-A,56,3,ANNUAL,1115800,INFORCE
A08609,17,128500.92,M,F,540000,1,TYPE-A,46,3,MONTHLY,1079488,INFORCE
A08610,17,133829.04,,M,,6,TYPE-A,67,3,MONTHLY,343388,INFORCE
A08611,17,250003.32,S,F,645996,2,TYPE-A,24,0,ANNUAL,1349422,INFORCE
A08612,17,309273.8,M,M,2499996,1,TYPE-A,50,1,QUARTERLY,343477,INFORCE
A08613,17,206180.4,M,F,499992,1,TYPE-A,61,1,QUARTERLY,348355,INFORCE
A08614,73,596378.28,M,M,999996,2,TYPE-A,30,1,MONTHLY,1343488,CANCELLED
A08615,87,102006.92,,F,399996,1,TYPE-A,50,0,SEMI-ANNUAL,1354477,INFORCE
A08616,17,123744.52,,F,,6,TYPE-A,67,3,SEMI-ANNUAL,343377,INFORCE
A08617,81,299999.72,,M,3000000,1,TYPE-A,57,0,ANNUAL,1347855,INFORCE
A08618,12,200000,M,M,231996,2,TYPE-B,42,1,ANNUAL,626188,INFORCE
A08619,12,200000,M,M,2820000,2,TYPE-B,40,1,ANNUAL,626188,INFORCE
A08620,12,400000,M,M,999996,2,TYPE-B,47,3,ANNUAL,1389599,INFORCE
A08621,32,200063.74,S,M,499992,2,TYPE-A,24,0,ANNUAL,1373744,INFORCE
A08622,92,100000.1,,F,399996,2,TYPE-A,46,0,ANNUAL,377588,INFORCE
A08623,17,100533.04,,M,399996,2,TYPE-A,64,0,ANNUAL,1332522,INFORCE
A08624,12,200000,M,M,399996,1,TYPE-B,50,2,SEMI-ANNUAL,1368044,INFORCE
A08625,17,120639.64,,F,600000,1,TYPE-A,53,0,QUARTERLY,343344,INFORCE
A08626,96,311500.44,,M,799992,2,TYPE-A,77,0,ANNUAL,1379355,INFORCE
A08627,17,137656.66,M,F,349992,2,TYPE-A,63,2,ANNUAL,1380222,INFORCE
A08628,12,146227,M,M,900000,1,TYPE-B,35,3,ANNUAL,810899,INFORCE
A08629,17,123999.82,M,M,999996,1,TYPE-A,56,3,ANNUAL,347811,INFORCE
A08630,17,166980.04,,M,,6,TYPE-A,77,1,SEMI-ANNUAL,343477,INFORCE
A08631,17,300366.98,M,F,,6,TYPE-A,65,1,ANNUAL,107244,INFORCE
A08632,17,126001.04,M,M,399996,1,TYPE-A,53,3,QUARTERLY,347811,INFORCE
A08633,12,1000000,,M,39999996,2,TYPE-B,14,2,ANNUAL,1404522,INFORCE
A08634,90,500002.78,,M,1500000,1,TYPE-A,36,0,SEMI-ANNUAL,1392688,INFORCE
A08635,17,199983.49,W,F,300000,2,TYPE-A,59,0,ANNUAL,1364044,INFORCE
A08636,68,110979.48,M,F,499992,2,TYPE-A,37,2,ANNUAL,1314366,INFORCE
A08637,17,200000.24,,M,1999992,2,TYPE-A,55,0,ANNUAL,923455,INFORCE
A08638,17,100000.72,M,F,399996,2,TYPE-A,42,2,ANNUAL,1278355,INFORCE
A08639,12,1000000,,F,121464,NA,TYPE-B,8,2,ANNUAL,1334722,INFORCE
A08640,96,100945.38,,F,499992,1,TYPE-A,43,0,SEMI-ANNUAL,1395022,INFORCE
A08641,82,100000.54,,M,1500000,1,TYPE-A,54,0,SEMI-ANNUAL,1361555,INFORCE
A08642,17,123703.32,,F,810000,1,TYPE-A,42,0,MONTHLY,343344,CANCELLED
A08643,92,101991.71,,F,3999996,2,TYPE-A,44,0,ANNUAL,1340400,INFORCE
A08644,17,186298.32,M,M,1399992,1,TYPE-A,49,3,MONTHLY,347977,INFORCE
A08645,17,120273.87,,M,999996,1,TYPE-A,70,2,ANNUAL,343466,INFORCE
A08646,12,500000,,M,1999992,2,TYPE-B,55,3,ANNUAL,923455,INFORCE
A08647,17,167555.06,,M,1200000,1,TYPE-A,44,0,ANNUAL,343344,INFORCE
A08648,17,100000.13,M,M,510000,2,TYPE-A,38,3,ANNUAL,570155,INFORCE
A08649,58,100000.2,,M,450000,1,TYPE-A,61,3,ANNUAL,1135233,INFORCE
A08650,17,125449.32,M,M,1500000,1,TYPE-A,51,3,MONTHLY,347966,INFORCE
A08651,27,105189.94,,M,1999992,1,TYPE-A,40,2,ANNUAL,1296133,INFORCE
A08652,32,104999.96,,M,,6,TYPE-A,69,0,ANNUAL,1401755,INFORCE
A08653,17,200000.24,,M,1500000,2,TYPE-A,75,0,ANNUAL,1322088,INFORCE
A08654,12,200000,M,F,349992,2,TYPE-B,63,2,ANNUAL,1380222,INFORCE
A08655,17,284700.53,M,F,499992,1,TYPE-A,56,3,ANNUAL,343344,INFORCE
A08656,17,123707.4,W,M,,6,TYPE-A,67,0,MONTHLY,347911,INFORCE
A08657,12,100000,M,F,,4,TYPE-B,59,1,ANNUAL,1339399,INFORCE
A08658,17,304214.76,M,F,900000,2,TYPE-A,54,3,MONTHLY,1079488,INFORCE
A08659,17,103090.01,M,M,399996,2,TYPE-A,44,2,ANNUAL,1242622,INFORCE
A08660,17,300000.22,,M,,NA,TYPE-A,6,3,ANNUAL,1347855,INFORCE
A08661,17,300002.23,,M,999996,2,TYPE-A,6,1,ANNUAL,1347855,INFORCE
A08662,17,148031.96,W,F,900000,1,TYPE-A,47,0,ANNUAL,343344,INFORCE
A08663,17,112218,,M,,6,TYPE-A,68,2,ANNUAL,343344,INFORCE
A08664,17,100000.46,M,M,249996,1,TYPE-A,34,3,ANNUAL,499555,INFORCE
A08665,12,100000,M,M,349992,1,TYPE-B,35,3,ANNUAL,1357044,INFORCE
A08666,17,154993.92,S,F,399996,1,TYPE-A,64,0,ANNUAL,343344,INFORCE
A08667,12,100000,M,F,630624,1,TYPE-B,58,3,ANNUAL,1274944,INFORCE
A08668,12,150000,,M,153552,1,TYPE-B,61,0,ANNUAL,281055,INFORCE
A08669,17,1031998,,F,300000,1,TYPE-A,47,0,SEMI-ANNUAL,343344,CANCELLED
A08670,74,330000.24,M,M,799992,2,TYPE-A,29,1,ANNUAL,1347877,INFORCE
A08671,12,500000,M,M,,6,TYPE-B,48,3,ANNUAL,1333133,INFORCE
A08672,17,199867,,F,,6,TYPE-A,86,1,SEMI-ANNUAL,343344,CANCELLED
A08673,17,101164.89,M,F,1133652,1,TYPE-A,63,2,ANNUAL,600811,INFORCE
A08674,17,150799.56,S,M,799992,2,TYPE-A,24,0,MONTHLY,343344,INFORCE
A08675,22,115000.04,,M,1449996,1,TYPE-A,47,0,ANNUAL,1295133,INFORCE
A08676,67,104618.76,M,M,399996,1,TYPE-A,38,2,MONTHLY,347977,INFORCE
A08677,17,309270.01,,M,699996,2,TYPE-A,12,0,ANNUAL,1317900,INFORCE
A08678,17,126092.88,M,M,,6,TYPE-A,64,3,MONTHLY,347911,INFORCE
A08679,74,199999.74,,F,349992,2,TYPE-A,58,0,ANNUAL,1347266,INFORCE
A08680,12,200000,M,M,6000000,1,TYPE-B,62,2,ANNUAL,1304433,INFORCE
A08681,17,100000.59,M,M,1050000,1,TYPE-A,59,3,ANNUAL,91800,INFORCE
A08682,17,309271.68,,M,1719996,1,TYPE-A,44,0,MONTHLY,348355,INFORCE
A08683,17,206182.09,M,F,349992,2,TYPE-A,29,1,ANNUAL,1305711,INFORCE
A08684,17,309279.56,M,F,499992,2,TYPE-A,56,3,ANNUAL,1305711,INFORCE
A08685,32,180225.12,M,M,349992,2,TYPE-A,30,2,MONTHLY,1402933,CANCELLED
A08686,12,146919,M,M,699996,2,TYPE-B,35,3,ANNUAL,1404555,INFORCE
A08687,12,150176,M,M,1500000,1,TYPE-B,36,1,SEMI-ANNUAL,810899,INFORCE
A08688,12,225001.8,,M,1599996,2,TYPE-B,68,0,MONTHLY,864355,INFORCE
A08689,74,225000.34,,M,,6,TYPE-A,66,0,ANNUAL,132000,INFORCE
A08690,12,100000,,M,726996,2,TYPE-B,58,0,ANNUAL,1296633,INFORCE
